1 1
4 -381789112 -267565821
3 -879898728 92436296
8 31621818 -677913548
0 35 21
7 847088751 855290194
0 239750140 615610028
5 841089300 502016032
3 -342328428 111838213
2 48 16
7 -870294287 -720325696
4 63 62
6 -892208131 822752802
5 -18640613 802315874
5 149617326 -496607879
6 -365609543 -657028479
5 386945599 -610877564
9 -816015575 543673085
0 38 63
8 206595040 -260340440
6 -988115471 849201838
9 647961285 745022314
6 71141476 382739660
7 -267144802 -827963286
1 64 1
0 37 30
2 -981729389 441689139
9 148229440 351783658
4 27 56
2 -790724694 61365581
2 261293564 128121148
0 43 40
9 943652155 9767350
4 32071328 -774810081
2 -609667378 -499057883
1 -470328820 -784064118
4 -637162099 -321297519
7 -333692283 485259686
0 -675178661 -9914573
5 -126059799 -749492565
6 990237630 -2460320
0 39 18
5 -820262341 493141018
9 -532146543 196545441
3 -1776032 979415383
5 -465088354 321628766
4 185167006 -464370408
3 567951545 186209558
2 148942496 315111691
0 408329971 721754536
7 -541835824 90404842
5 -420324969 756268350
1 -989317512 871486568
0 754135014 -88693672
9 974729586 -42405482
2 60 31
6 616797819 120830112
8 -677744556 -647948743
7 538702501 -42358563
4 -102828476 -676377835
1 48 39
2 -838791970 -558875333
3 665928929 -794109279
8 -118912529 -196116625
3 -429130495 -181619666
4 -534943945 -28034461
7 137300066 293678091
8 -908693798 316980666
4 -355410958 -897294980
3 331565486 -209376632
1 -435763414 841392295
0 908940232 932895212
0 4 63
4 58175820 487712563
9 570633430 -407951079
6 -4868570 639307980
3 -660342589 -582829830
4 472643343 481896085
0 52 20
0 20 2
6 -689091197 531936118
8 -614292620 -791187131
3 -776255136 -362468274
6 -7341623 -268940587
0 11 60
7 -152998319 -575080026
4 864228187 -89462566
7 906869797 169446397
6 -686253223 -279376882
1 293348746 731395733
9 381129405 -178052862
0 -433746636 616674908
2 290921790 -31251104
6 -157618158 275928146
8 932141059 676507687
3 231004758 365937353
3 726707254 986928896
6 904439622 -27547203
6 -58646810 -23587358
8 538050397 944675862
8 -290525609 -531304228
8 -876238720 474091484
4 910888233 -883795539
3 902394171 953335131
1 64 21
0 225769663 -20871901
8 -527970992 789072620
4 -362565681 -933245408
2 -474312760 -278768616
8 -590600902 -599204588
5 -974285395 -256382716
7 -934234939 235662710
2 -744833308 -324911602
1 -340859226 914675730
7 16765372 341794405
8 -47297251 -149649332
5 147039202 -287638804
6 966960186 -600083073
3 734927744 341037204
5 895474538 -823790051
9 -536930598 -26799275
4 979801588 254129209
1 10350119 -395617886
0 152757300 -352342230
7 -402088650 -567691990
7 -745913199 171907500
6 40852485 853846275
6 848407936 852146552
5 30793640 -152783391
0 4 13
0 33 51
2 641448137 104593330
1 -941046278 -987335635
6 -266424871 -573653529
0 -247083548 -424005737
3 -326802453 559495371
3 -985013346 -188850343
0 48 42
1 -851339952 -81999231
0 128248925 393533607
4 609274547 -244845626
0 -133078297 774471325
5 34900852 -416272334
8 -473446246 33588630
5 -888481879 652440134
5 407266569 -846001899
4 685844510 375250463
2 -446789870 -460595437
9 -413975479 62660975
1 107519174 634817306
0 -222592255 -357480754
6 -423773227 919788592
3 586188536 748283448
0 478837493 -326002265
0 54 50
8 716649548 -210604288
5 394192329 -825853946
5 -478521556 550943332
5 -100662715 325416049
7 291751606 -288127233
0 36 60
1 -949026963 452565688
1 400991664 174874869
4 263041416 -140879504
4 -601362292 -784458620
7 -938732874 -870824060
2 -384784142 501330228
7 728572024 48139871
2 229582054 -124737120
8 799022576 -426811909
6 358375470 413524620
2 244285888 -805355677
6 153561603 749782545
4 579898676 447499780
1 13 45
6 -611452729 -995060013
7 -934556026 95074393
1 -534234938 455093472
6 303573963 480342652
7 784191658 460773454
4 525690184 -699800996
0 -360986576 -423826102
5 -815390135 290619166
7 507482586 627469082
3 -877391881 644418033
3 -453846634 -694227721
2 682661605 945125051
0 11 66
4 -309535774 -665022970
3 29 44
6 839705594 -311320576
9 878538620 -547067581
9 -686093770 286221610
7 830318721 -932658058
9 45929646 143429078
5 710793727 239990669
5 -59106253 867280521
5 685559850 228889986
2 129516595 684506683
6 517004283 -195277708
6 -537392196 -246844685
7 906894888 59891643
5 -364815852 648636577
6 -315869227 919735333
1 829421120 817720721
5 650702223 738367023
9 -80631839 -216343440
1 -251528977 656733922
5 700843781 652600325
5 -474924306 -360252020
3 205016660 381249064
2 312179413 -353220185
7 888860610 171354280
9 -93518083 -763810844
1 -830809442 224655066
2 -774856225 -630919901
3 585993224 749866947
2 944499924 -369820494
3 -713497579 -26441489
0 19 38
2 -202202183 977548090
8 -547067122 -791682125
1 -815646347 769286954
2 391195541 234604573
9 411018177 973253699
3 -626029727 -423290956
1 -957908397 857428651
0 58 28
7 -504050077 -20115649
7 -921901340 -256902085
0 43 0
3 1499436 -995219994
5 728581442 143493002
3 -401070974 65898658
2 459092855 935649602
6 -356542663 21231410
3 752282754 -466669598
5 -285966969 -463146255
5 497122006 234428513
0 36 59
0 927474228 321787492
8 848354243 -37141010
8 -974178207 -271645871
7 338205630 877716673
1 551930245 -799556722
6 441985185 932170236
3 141304213 722868292
0 -185007917 -467505249
2 345504916 -666757286
4 162532863 -237024914
0 4 4
7 -519348387 -956506229
5 -67363233 631354184
0 -271217335 484241936
2 -197860737 210036848
0 889486235 -752622289
5 -790443362 -379955509
4 -600290607 14925830
8 -917441313 879164597
1 -412597594 270968243
0 60 42
5 926554827 512359140
4 790175718 -751579815
0 47 58
5 356115188 582961859
5 809062268 182120740
9 -44342959 -338911632
4 -586255633 -325115612
9 226463443 -516491568
8 -599106838 803597428
3 670793464 128366297
1 801578012 -303979812
3 -626960794 -303697970
9 6703095 -317033297
0 141656446 -425126114
7 -960925551 192166088
0 56 23
6 272949506 -629250550
0 14 21
6 -565754166 571764143
8 -269503631 865328463
1 57 32
0 0 48
0 -574369501 35161018
5 -476620896 -990479502
0 -907181504 583311723
5 -621792741 -237275748
0 640370132 -265836403
3 -995725231 -114206824
6 -27874617 473454667
6 -524467185 -275089846
3 54 53
0 937205248 -251748285
6 -786794825 -347224459
0 -865340116 -668504674
9 -708577880 -575527286
1 70696387 -470246400
0 66364828 -682956219
5 -204402401 -350545003
0 66 20
6 518414363 -544579605
2 -310736949 -219795565
3 -538356236 796426158
1 173734648 -799342408
3 606794429 491596940
8 -439445508 -906989895
6 634744748 922043611
6 -786060711 364673909
0 -310112579 -687636725
6 -230571885 589951959
9 8489913 -324105446
3 755503391 -262333202
7 -143076124 -96744250
0 -394533553 876634305
5 691017020 691169
4 -974786630 603430965
0 22 3
9 -799417397 -605216418
9 -605214693 -573194285
3 591302316 944779909
1 -886121571 338708240
1 -109431540 188186920
5 961052768 -611521167
9 108820881 164252867
0 -946397921 268244182
0 7 51
0 48 20
6 352387837 -37799482
4 966571368 71387863
8 76268344 859976084
1 -82068882 -685735635
3 562764760 -300553021
7 831480304 -348601851
3 -939200701 503647214
7 -239137003 165687355
0 44 17
2 927078075 -720211838
8 134102434 -775592146
8 -217431658 257312343
0 46 59
6 -464233806 -291192494
3 864260788 -999492031
4 601513668 654993998
6 702368061 150621570
3 -175373562 -108643923
0 24 63
3 952981647 -486086467
8 -885202190 -752141611
2 -957082631 854432355
2 -440641877 953559736
2 422054177 -97870231
9 735842619 -763515614
1 -601491160 996884079
9 174341024 -597685886
6 498878465 430974604
1 -777178571 -910323591
4 774531884 -479331163
7 -460668646 -253617743
5 19402307 -209628230
4 714681160 -593803245
1 49724642 -149846682
6 985153752 922201746
9 453070712 863902868
1 260773904 678523508
9 877308181 247540337
8 447673488 -516227486
6 -240335612 -581624193
2 981397034 -824132642
0 -702959192 547246708
1 191850694 763276488
1 642841479 472232163
6 91486017 -40902803
5 732594969 378369685
2 -69916669 417111214
1 294711945 -196581910
3 961980405 -845000419
5 557778050 -352845704
5 -344613501 -688751233
4 -140949130 346196916
0 53 32
6 -87950629 595463781
9 -698712974 -325759826
5 720805070 -434558662
0 277793407 -71279
4 -631009335 505135458
6 868529817 435399823
4 -774699744 80026427
0 174444407 510427803
2 400259521 -641051467
3 -266991467 255339568
1 947354865 529366764
6 -438063556 738961656
3 363214195 -570982811
3 915752171 -841778754
5 -761891310 312856746
6 416503163 412257956
1 663311952 561932567
9 -46079100 722939402
0 -553336303 -723486834
7 191141956 360613001
9 -428212450 -730851976
9 -538395839 35969851
1 499774460 -93330146
4 13575732 192993745
9 425504044 490513730
3 382574015 388544903
3 -398851086 160214344
8 -1512159 799792969
1 -883338411 -915927095
6 -363797984 212297603
1 3 46
2 608557252 52827421
4 370593587 132699023
1 -155638591 629332519
8 179218249 -942191978
2 -413853441 810239119
1 -479862865 148997893
3 -973393561 873082240
6 933827418 697584994
3 -298261047 430835060
3 837748824 966752889
6 783503637 431104906
4 237044656 -242838722
6 297480281 -273190475
2 729105245 -716952455
0 744639660 126140336
8 -580226468 541086472
1 -707608944 8375046
8 810598792 257689287
1 -871807976 -498745738
8 -659015422 -128857504
8 469583093 -923557581
0 58 35
4 543338058 -384934535
9 476169057 -926112660
8 541059273 -543167225
0 65 4
2 893644918 -991440803
0 39 0
7 944290460 21411017
0 -413187039 -848824132
9 -537414225 -991254857
0 -179285991 -786388414
7 204570726 299651344
9 -963278045 -568229709
9 997413303 -118258019
5 906605196 331067684
8 -855052590 -135297801
0 39977829 -40338223
6 47074807 628004473
7 -938602875 -226189171
0 23 20
0 1761458 -371827029
5 940953992 850886633
9 -475391750 -431513309
9 550946118 122408746
2 83614857 -329419502
8 -86541896 526927302
1 -944082902 -860327109
7 572083425 -661987940
3 -765607021 476622736
8 -72295149 434348673
9 -175766031 -914533074
2 313989008 -630546011
6 -166115399 -348969932
2 394587729 230138916
5 889311913 181626551
3 35313110 -20763214
3 307109055 232320692
9 -792113233 293168247
6 -944523133 -923636072
3 887735420 852804974
4 -807152861 57289182
5 -558884653 -489932898
0 45 41
7 -671242787 234637718
9 167224317 -647929691
5 780721220 373556592
8 -849741114 -684830382
7 634713341 586388627
4 76593687 460299714
4 864573492 91917546
1 513954599 270404059
6 282411298 -616135344
7 -643850368 -573681071
0 447915108 69952157
0 -551091092 -599641355
2 624143259 -409930717
0 165411699 -835437533
0 -696451094 -896269101
8 30142907 -995850697
7 -769335705 -404279481
1 70217439 -132256982
9 192632843 -57993756
0 49 64
8 265157494 191313020
2 7429332 885362649
5 -339011640 454733445
7 451064516 -151616214
6 -751478179 176211390
7 -697003776 -315233681
3 -738992011 -831586849
6 -317465491 -356965533
3 251803589 53026318
1 931830252 988255951
6 -543672119 385603388
9 -370360630 -63485729
2 -509064635 -244587845
0 -231928812 451972531
4 -157915466 -249775694
0 959425011 -954350836
7 254513471 227309425
0 9 0
8 -56162615 -296479912
2 -163985002 -526267317
2 -793560200 -730941209
2 817849099 163964892
3 38560536 701012798
9 -303699763 -712025717
5 -114748391 -446197541
9 129985887 -913108882
0 559010649 -693024747
3 297553021 484527640
0 35 63
6 -403687071 -991022941
5 369635317 -306951892
0 -905228683 -239807259
1 5392802 551702497
3 33 53
0 -948033002 -579996249
5 458119034 664572660
8 837087588 119303289
7 -780305228 -115742583
3 27087639 -439522853
8 -830188112 532307927
6 -566895635 -510801884
0 -219089255 105021471
2 -192498686 426401077
7 -140813350 -263792648
2 511044581 -184110761
1 105797517 701908790
4 190965609 302620837
9 -840166387 946016187
2 -234395362 168575120
0 -563999495 -393046195
9 846020480 805765200
4 425172323 -798022652
7 -650587179 358897575
4 686302927 -930796749
2 -644664931 13934589
9 178406765 -826965411
4 -555825026 -943873476
7 773834142 815296459
8 -576053061 781558067
4 52493478 863726309
9 692905444 -293507255
4 -40158124 32663315
0 63 29
0 168820501 208049541
7 391786614 -864120401
7 -522878266 491768872
3 -87975297 226519864
9 723406515 934103136
0 146910143 -95485408
2 -569101091 130992989
2 665614119 668743571
5 -854441449 -902868827
4 -335029017 -644590080
4 783595441 106343549
8 -400936274 -351965486
0 -467878493 -276663157
7 533799016 984581011
0 747437978 -113978552
4 -101897479 -233395330
6 -167184361 -523672854
1 -493760446 -550845738
7 -344888833 -47643468
6 -48374693 -428056674
4 684007811 241970750
4 -125051095 192268727
0 52 10
8 -984908817 -36440904
5 -496287280 -947682937
3 -449702215 -213223857
5 676512555 -389724705
5 671232913 962110934
8 204531436 247656176
8 173553209 -496635956
1 50 33
8 -775357742 552076572
8 -969771559 -364277140
5 -744230797 14872319
8 665172998 -584650443
7 -209379390 808287802
4 29314978 -864490581
0 6816 897851277
7 -884639682 -709668278
7 851741542 -963155268
7 -251961838 41462322
9 672868679 -486163644
2 986147557 -599741920
2 317127664 879846204
7 256303748 -528537339
0 35 38
9 827483870 -126455954
9 -164713607 530802915
9 -943184144 835405122
5 99170549 -75862318
1 -757883257 86556940
9 128252547 -246061398
9 506147827 -617847633
4 -198851503 -349646160
2 804639589 717699697
3 -235059698 -647560322
0 58 38
0 55 29
2 712950863 -948902878
0 396679246 -562609858
3 961037952 300280129
6 354726332 527722497
6 923146204 -661339679
9 521447546 593292513
6 969848234 135044403
5 -993926057 130910640
0 64 48
8 119833927 132075032
7 -885580666 -489316362
5 -164729466 767716685
4 523062309 -814612322
8 476707020 -744901233
0 714986977 95791809
4 152522357 -558729883
1 365786703 976136354
1 57509983 -708913661
6 557445959 464284191
6 -432137802 175635938
0 10688426 -645711536
2 876460645 521673207
6 290604781 -150398494
7 -639609393 -127858501
0 510472061 -294421868
1 600349917 -380006374
5 -772079066 -8442794
0 54 33
7 -36576757 594309180
1 107882368 -771909869
6 -36900010 5772304
9 -665489748 -823033904
0 498671732 193366408
7 -513768703 939234853
8 673897568 -405868905
0 234106000 -563787610
9 -523856640 -44582680
6 -791016526 -969213222
6 391590570 -451721226
3 -211067184 -241698549
0 677237322 -767634233
8 176283339 415847707
0 19 55
1 -806421690 -838926154
8 970441059 749975296
4 460835266 -918321336
7 189172093 -608290488
9 758662142 -792412355
0 760889236 -491446187
2 -387975211 -178372588
5 -626003474 -414295127
4 354706085 -119488376
3 408136096 424184650
4 -668794352 -270611772
8 -695406239 -551601480
6 869685732 -541485141
7 193864744 -311695191
0 193799520 -907539651
3 -168433480 -639583089
8 -871713436 70378075
3 270105208 -618550966
0 -581004116 113552394
7 585190610 -428487927
4 -723791602 266970001
5 -94570104 701157360
0 -747642717 351694721
6 435446697 360750012
6 -731521038 855810388
5 528599295 -654415251
1 880983822 660983780
6 141866083 137965151
8 -350121554 96428945
0 -591599373 794595715
1 -417673488 -858981891
8 -199049228 166978140
5 303311325 87334319
4 822498893 -67051709
5 813633622 77475653
3 -97009075 -625739648
6 -153451986 640557170
6 357919854 517657039
1 -658399937 -368682259
9 80794056 73971952
1 -482014821 64307479
6 -954154909 121271731
3 12831111 -463572978
0 521238178 123940569
3 -203020808 -9567403
3 903911222 -589198299
5 321317121 -906990780
5 -556436163 -111261148
7 816403345 539978119
7 -629661401 546259633
5 -20349925 145795819
6 234790363 63493834
6 926924825 -961421006
9 721634564 989385050
3 -382597650 -240666940
4 -858466394 -555054034
5 -60510714 171513436
9 371068194 215298495
4 951025255 947920432
3 -938896367 493369161
1 -828719492 426390651
0 -940859596 -610385770
0 358489955 106889055
9 -862838575 549866219
2 -609838197 696723170
5 743834697 -452453846
4 106090367 -670370969
0 221046558 716552161
7 -114707461 -159285605
2 -824844924 -262467775
9 87352779 -365346634
7 -526193975 614129896
0 -201016850 -200588709
3 -195145138 -782688831
2 764257371 -471758064
9 -245795446 527268006
0 -846841524 426028295
5 222929352 -194205257
2 -685298930 260636831
8 -212884705 -950670791
7 -733299573 -851381935
1 -828906914 -830155312
8 45919875 -265504733
6 -336194780 640973222
7 -199017859 -984757803
6 346253712 993923967
1 429461704 -503113916
9 -602350929 -811968915
7 349013148 656506485
7 287709763 -776802499
4 759747376 -276758903
0 330125282 602525316
8 597333354 234797500
8 36528715 642914196
4 -168164521 -312180839
4 288421656 649772732
3 -631795372 623391694
4 618027854 -23306581
8 730384824 -926018874
8 -668146852 287688715
6 -909139699 94473058
9 788333554 854362264
8 176078934 224593184
9 -414467065 438770989
0 -699013091 161363341
1 -780117354 200244853
1 -88030377 387288929
7 -388742110 71210081
4 -44835528 277489178
3 -568014677 501756591
7 489481141 -889996534
0 -780720651 400671200
4 227354728 -90498738
8 472466995 -391023273
3 650897965 349078668
9 -62707482 -793372403
8 -300108558 331885403
6 -21580104 788701483
6 -403354330 245184114
3 286950876 808093503
8 237467071 -872710035
3 584023843 259421217
2 345119441 -389068665
2 591890701 32447213
0 -211823628 760424213
9 -789714816 339257787
9 -766663399 190232004
9 990029283 -519899475
2 -57955497 -952819428
4 -53914892 376996286
6 -375678721 -114336787
7 817379070 -959419043
7 493028357 -769350887
7 860342141 924177942
0 -706639412 -964831189
1 316957668 186363144
6 -781295048 -622548912
0 641152284 -482434023
0 43 29
2 775025081 -681837007
0 42 54
0 42 64
3 -191497567 -234285818
3 675009126 298067121
6 42975129 -981359317
5 937085535 673804426
3 212579318 188071922
0 -258574545 394464972
0 -85402872 -467968903
0 854133979 -707310863
2 899468687 818404324
5 331330683 -24469239
6 191906040 538055972
5 -656260881 512070834
